City,Region,Year,Population,Avg_Income_USD,Num_Furniture_Stores,Market_Size_USD_Millions,CAGR_Percent,Wood_Share,Plastic_Share,Metal_Share,Wicker_Share,Fabric_Share,Online_Share,Offline_Share,Residential_Share,Commercial_Share,IKEA_Revenue_USD_M,Godrej_Revenue_USD_M,Pepperfry_Revenue_USD_M,UrbanLadder_Revenue_USD_M,Nilkamal_Revenue_USD_M,Lamps_Lighting_Revenue_USD_M,Kitchen_Dining_Revenue_USD_M,Home_Decor_Revenue_USD_M,Living_Room_Revenue_USD_M,Bedroom_Revenue_USD_M,Outdoor_Revenue_USD_M,Home_Office_Revenue_USD_M,Kids_Furniture_Revenue_USD_M,Latitude,Longitude,Sofas_Sold,DiningTables_Sold,HouseholdItems_Sold,DecorItems_Sold,HomeOffice_Sold,KidsFurniture_Sold,OutdoorFurniture_Sold,KitchenFurniture_Sold
Mumbai,West India,2018,16076619,3457.03,145,141.81,11.71,66.07,12.79,7.42,3.97,9.75,19.84,80.16,66.32,33.68,21.9,18.38,9.94,4.86,6.87,9.45,19.87,21.43,33.13,24.22,11.01,10.98,11.71,19.076,72.8777,455,437,1163,1458,552,69,346,188
Mumbai,West India,2019,13731311,1605.88,203,61.71,9.11,63.64,14.18,7.01,1.62,13.55,27.54,72.46,63.74,36.26,12.45,8.59,6.51,3.64,5.75,5.01,7.84,9.45,15.71,9.81,3.42,5.5,4.97,19.076,72.8777,1840,487,2278,1330,492,590,412,957
Mumbai,West India,2020,10524968,2916.52,463,118.67,5.59,75.94,6.58,7.68,3.59,6.21,25.22,74.78,57.03,42.97,32.19,23.15,15.25,10.5,3.47,9.77,17.33,15.66,29.95,19.25,7.5,11.18,8.03,19.076,72.8777,931,286,1879,1414,311,526,529,892
Mumbai,West India,2021,5740289,1604.41,686,36.58,6.34,74.51,6,6.66,1.36,11.47,32.75,67.25,74.12,25.88,11.85,3.4,7.6,2.66,1.58,3,3.84,6.87,8.35,5.11,4.73,2.16,2.52,19.076,72.8777,1853,657,647,729,767,318,644,746
Mumbai,West India,2022,24377658,1772.47,173,11.95,6.61,77.9,7.21,7.4,2.64,4.85,31.34,68.66,63.99,36.01,5.69,2.62,3.19,2.37,0,0.73,1,1.97,2.76,2.26,1.32,1.12,0.78,19.076,72.8777,1380,376,2545,937,637,52,690,978
Mumbai,West India,2023,15312312,2889.61,617,66.52,6.28,67.48,10.89,8.92,3.71,9,25.27,74.73,64.13,35.87,11.83,5.52,5.94,5.23,5.76,4.3,7.1,10.72,11.86,14.55,5.53,6.93,5.55,19.076,72.8777,1928,469,1888,1073,693,65,326,127
Trivandrum,South India,2018,17140109,2144.89,568,28.78,10.26,65.38,9.79,5.75,3.08,16,25.86,74.14,64.34,35.66,5.32,3.44,6.48,1.63,1.02,1.81,2.82,5.46,6.55,5.54,2.69,1.93,1.98,8.5241,76.9366,318,1065,2911,765,694,407,115,384
Trivandrum,South India,2019,4526389,2702.74,250,33.23,11.08,74.33,13.96,8.83,3.79,-0.91,16.03,83.97,72.16,27.84,10.34,7.28,6.39,4.82,2.53,3.18,3.4,5.55,8.39,5.73,2.16,2.94,1.87,8.5241,76.9366,1707,235,2225,1468,230,182,480,902
Trivandrum,South India,2020,3732627,2956.39,323,94.57,8.8,72.53,14.35,9.16,1.29,2.67,30.03,69.97,68.8,31.2,16.93,15.94,9.2,2.99,6.63,10.23,9.89,18.54,18.16,14.35,7.32,8.67,7.4,8.5241,76.9366,1516,1075,901,275,428,361,107,603
Trivandrum,South India,2021,1839183,2531.34,593,81.95,5.01,77.01,14.87,9.64,3.8,-5.32,33.79,66.21,65.36,34.64,18.9,8.82,12.48,8.2,8.43,7.93,6.91,11.5,18.73,16.67,9.27,5.11,5.83,8.5241,76.9366,536,202,2015,746,711,531,299,880
Trivandrum,South India,2022,9029343,2817.42,190,111.62,9.16,60.29,8.08,7.96,1.66,22.01,31.91,68.09,74.19,25.81,23.75,23.27,15.32,8.25,2.6,11.66,12.78,12.73,29.4,17.24,11.26,6.78,9.77,8.5241,76.9366,1710,1009,2531,466,355,593,485,736
Trivandrum,South India,2023,22337963,2798.69,185,125.28,7.46,79.54,7.13,7.74,2.52,3.07,16.08,83.92,70.84,29.16,11.94,21.41,11.39,3.71,6.82,8.39,14.66,17.53,24.57,34.6,8.87,10.02,6.63,8.5241,76.9366,1749,1016,728,516,578,354,693,894
Panaji,West India,2018,12166682,2723.05,226,121.46,5.9,73.08,8.59,9.7,1.87,6.76,33.7,66.3,62.57,37.43,26.61,14.74,6.66,10.72,11.54,10.28,21.82,16.35,24.74,23.27,10.25,9.52,5.24,15.4909,73.8278,576,582,2098,1344,660,318,350,855
Panaji,West India,2019,21870330,1266.8,161,18.82,10.27,69.44,8.35,8.37,1.41,12.43,32.03,67.97,61.14,38.86,3.76,2.21,2.89,1.91,3.93,1.59,1.69,3.12,3.86,3.68,1.77,1.52,1.6,15.4909,73.8278,1550,1148,767,224,162,463,590,959
Panaji,West India,2020,21009758,3155.11,482,71.07,8.3,69.59,10.57,8.3,3.53,8.01,30.9,69.1,69.99,30.01,8.02,9.74,7.32,3.85,8.05,5.96,8.75,11.37,18.49,12.57,5.54,4.35,4.05,15.4909,73.8278,1044,249,1928,359,410,74,365,490
Panaji,West India,2021,21083501,2175.87,645,27.33,8.61,75.5,5.58,5.83,4.21,8.88,32.19,67.81,58.93,41.07,4.99,4.81,2.96,3.99,0.24,3.02,3.48,3.38,5.49,4.05,2.43,2.94,2.55,15.4909,73.8278,851,1139,2316,795,506,365,533,902
Panaji,West India,2022,6090651,2840.27,190,144.39,5.76,65.29,5.98,8.58,3.82,16.33,24.24,75.76,70.62,29.38,18.06,25.41,15.85,9.58,5.32,12.95,17.14,16.88,31.89,31.64,14.95,11.36,7.57,15.4909,73.8278,1646,748,1534,1337,204,325,396,796
Panaji,West India,2023,11104568,1361.14,579,63.7,7.33,60.87,13.57,9.87,4.46,11.23,31.51,68.49,73.64,26.36,12.72,13.69,2.9,4.06,5.95,3.88,8.71,11.16,14.31,13.28,4.85,4.16,3.34,15.4909,73.8278,1476,552,1843,1099,716,438,669,202
Jaipur,North India,2018,11584804,2900.38,433,32.52,8.17,69.3,6.26,9.56,3.98,10.9,22.84,77.16,71.42,28.58,4.67,4.02,2.7,3.69,3.21,2.58,4.22,4.66,6.7,5.94,3.37,2.94,2.1,26.9124,75.7873,938,545,625,701,114,493,376,926
Jaipur,North India,2019,23659471,3351.32,182,81.58,9.62,61.22,7,6.38,1.23,24.17,20.52,79.48,66.86,33.14,13,13.33,9.66,5.09,4.11,8.06,9.52,11.61,15.75,18.29,9.89,5.32,3.14,26.9124,75.7873,536,564,2853,1389,786,476,417,765
Jaipur,North India,2020,12857843,2987.35,150,106.97,7.99,60.76,11.79,9.57,1.05,16.83,31.37,68.63,65.27,34.73,23.89,20.84,17.13,6.29,7.4,8,11.54,15.63,22.41,24.65,13.33,6.67,4.75,26.9124,75.7873,1297,1088,2225,1212,358,106,386,330
Jaipur,North India,2021,2954897,1787.1,282,83.97,6.9,70.18,9.16,6.62,1.85,12.19,20.22,79.78,55.02,44.98,21.41,16.98,8.02,7.9,8.31,9.04,12.65,11.2,16.46,17.02,5.72,8.16,3.73,26.9124,75.7873,354,826,1612,902,511,417,507,432
Jaipur,North India,2022,4431421,1943.32,112,103.37,5.29,61.8,8.01,9.1,2.59,18.5,30.85,69.15,62.37,37.63,15.75,20.27,5.38,4.85,6.68,5.47,11.61,17.96,21.85,22.06,11.09,8.39,4.93,26.9124,75.7873,1759,612,1875,1398,358,391,430,723
Jaipur,North India,2023,8579511,1297.28,715,141.61,10.48,70.9,12.85,7.8,1.67,6.78,17.99,82.01,60.05,39.95,26.03,21.08,11.93,14.25,13.29,14.56,19.46,17.73,27.04,27.35,12.16,13.72,9.59,26.9124,75.7873,983,690,1188,200,713,353,590,456
Nagpur,Central India,2018,12250693,1874.13,628,115.13,10.72,78.99,6.65,7.73,4.06,2.57,26.43,73.57,59.67,40.33,22.52,17.81,11.94,2.47,9.93,11.65,10.28,19.43,22.3,23.8,12.9,10.83,3.94,21.1458,79.0882,408,233,1780,940,359,423,604,609
Nagpur,Central India,2019,11297345,3381.55,561,138.22,6.5,62.29,6.98,8.66,1.53,20.54,26.21,73.79,64.19,35.81,22.3,11.15,14.76,5.97,8.48,15.29,14.99,16.61,34.09,30.27,8.35,9.51,9.11,21.1458,79.0882,1507,420,1732,1309,770,161,571,522
Nagpur,Central India,2020,21450765,1222.8,719,67.28,10.7,75.1,5.84,6.4,4.01,8.65,27.58,72.42,63.04,36.96,19.01,13.12,8.92,4.15,6.36,4.98,10.15,11.57,12.33,11.6,6.51,6.28,3.87,21.1458,79.0882,1691,393,780,519,144,55,673,758
Nagpur,Central India,2021,12599487,2461.21,647,143.83,9.28,79.63,14.1,7.1,4.25,-5.08,21.72,78.28,66.87,33.13,33.76,13.36,15.28,11,8.08,8.82,21.77,22.96,28.49,24.56,13.09,13.61,10.53,21.1458,79.0882,1521,537,942,581,430,328,88,310
Nagpur,Central India,2022,24853287,2045.28,659,65.62,9.37,67.5,5.42,9.14,3.47,14.47,29.59,70.41,59.47,40.53,14.28,14.18,7.77,4.32,4.41,4.67,6.55,8.42,15.16,14.98,6.83,4.2,4.82,21.1458,79.0882,1694,363,2363,1473,264,431,576,790
Nagpur,Central India,2023,11307339,3183.28,153,141.35,5.64,77.88,12.81,8.82,4.56,-4.07,29.88,70.12,57.54,42.46,24.32,29.07,20.79,10.09,8.3,9.16,16.62,17.8,35.82,32.82,14.43,9.24,5.47,21.1458,79.0882,672,967,1336,1097,292,62,639,962
Shimla,North India,2018,17849145,2841.53,130,91.84,5.5,60.6,10.28,8.67,2.16,18.29,27.59,72.41,68.68,31.32,16.47,11.63,3.35,4.75,3.9,8.72,15.56,13.59,20.51,15.52,6.05,6.72,5.18,31.1048,77.1734,1272,208,888,916,620,352,640,454
Shimla,North India,2019,17773149,3435.92,651,88.84,8.84,73.37,12.45,6.7,4.06,3.42,27.78,72.22,72.34,27.66,18.41,16.69,8.89,5.43,5.28,5.98,8.83,16.32,15.38,19.09,7.99,9.58,5.67,31.1048,77.1734,1820,1032,1116,1479,500,209,519,641
Shimla,North India,2020,18573234,3096.96,298,96.19,11.34,70.83,7.55,9.2,1.17,11.25,28.11,71.89,68.91,31.09,23.51,16.3,12.81,7.38,2.84,5.85,10.97,13.27,24.28,20.93,10.18,5.47,5.23,31.1048,77.1734,1922,992,646,506,473,203,631,738
Shimla,North India,2021,23918447,2404.05,186,147.05,11.36,79.48,13.09,8.73,4.13,-5.43,28.72,71.28,62.29,37.71,24.27,18.85,13.8,15.57,9.5,14.77,20.26,17.78,35.93,24.42,13.36,9.63,10.91,31.1048,77.1734,500,1073,1020,1367,164,230,187,206
Shimla,North India,2022,13478169,1479.58,571,10.62,10.78,70.72,10.67,7.02,3.43,8.16,18.89,81.11,60.76,39.24,1.32,3.87,1.2,2.92,1.4,0.96,1.37,1.45,2.09,2.25,1.07,0.66,0.77,31.1048,77.1734,1148,272,1129,590,486,575,324,698
Shimla,North India,2023,1622460,1694.95,401,130.56,9.98,67.32,10.63,5.23,4.87,11.95,18.95,81.05,57.39,42.61,24.87,22.21,17.08,8.5,10.47,13.34,15.96,16.59,29.81,23.61,12.18,9.08,9.99,31.1048,77.1734,808,588,2981,1392,594,229,334,181
Dehradun,North India,2018,20648743,1633.26,645,28.22,5.59,65.63,8.21,7.1,2.21,16.85,23.56,76.44,65.45,34.55,3.16,6.14,4.91,1.69,0.58,3.05,3.96,3.87,6.55,4.24,3.46,1.73,1.36,30.3165,78.0322,1645,1171,2691,1189,792,426,112,506
Dehradun,North India,2019,3205228,2371.28,738,24.54,10,79.42,10.45,7.45,2.21,0.47,24.82,75.18,61.27,38.73,6.5,1.08,5.48,3.16,4.22,2.46,2.85,4.53,4.79,3.77,3.39,1.59,1.15,30.3165,78.0322,574,711,788,497,514,217,102,265
Dehradun,North India,2020,24040236,1219.28,317,119.04,8.08,62.2,11.82,5.1,1.6,19.28,28.57,71.43,58.19,41.81,28.18,11.82,7.97,9.62,6.67,9.02,13.67,24.17,21.67,23.68,9.69,9.77,7.36,30.3165,78.0322,510,267,1909,432,129,263,645,272
Dehradun,North India,2021,7149447,1495.14,269,128.57,9.21,73.24,12.36,9.26,4.91,0.23,30.76,69.24,57.03,42.97,30.4,26.39,10.6,15.34,7.42,13.89,18.39,15.22,25.99,22.27,13.72,12.5,6.58,30.3165,78.0322,803,1054,513,470,365,199,128,738
Dehradun,North India,2022,9486703,3431.74,637,16.79,11.5,74.07,14.78,7.39,3.35,0.41,29.78,70.22,60.6,39.4,4.8,3.65,1.49,4.18,1.74,1.62,1.75,2.55,3.16,3.55,1.61,1.5,1.05,30.3165,78.0322,1441,544,756,1283,427,65,541,779
Dehradun,North India,2023,4893605,1549.84,525,95.64,8,64.96,8.15,5.58,3.09,18.22,16.17,83.83,67.49,32.51,21.68,15.88,9.28,8.35,4.7,9.72,9.81,13.95,21.37,20.44,7.55,8.53,4.27,30.3165,78.0322,1002,1025,2221,1458,591,140,669,817
Kolkata,East India,2018,3498951,3133.52,499,81.4,7.75,77.55,12.78,6.69,2.39,0.59,28.69,71.31,74.14,25.86,9.59,12.15,11,6.02,9.07,5.54,11.7,10.29,16.67,13.14,8.33,7.63,8.1,22.5726,88.3639,1877,1084,1923,876,316,169,415,468
Kolkata,East India,2019,24613763,2791.26,543,55.35,5.68,74.3,8.72,6.8,2.59,7.59,27.31,72.69,74.81,25.19,15.59,13.78,9.37,3.95,5.7,4.87,4.93,6.41,12.57,12.64,4.7,4.75,4.47,22.5726,88.3639,341,1101,1730,905,419,302,437,973
Kolkata,East India,2020,12064725,2480,296,145.06,10.81,75.86,7.46,5.05,4.66,6.97,32.79,67.21,60.59,39.41,20.76,13.8,24.06,6.79,10.02,9.79,22.23,16.22,35.03,19.77,16.17,14.17,11.68,22.5726,88.3639,614,224,1357,433,498,109,201,297
Kolkata,East India,2021,10101180,1206.24,159,111.84,11.82,78.28,7.63,6.23,3.45,4.41,33.8,66.2,68.59,31.41,21.79,13.56,14.25,6.18,7.7,8.06,16.1,16.79,23.71,26.12,6.63,7.61,6.83,22.5726,88.3639,1087,444,1695,1044,204,315,523,966
Kolkata,East India,2022,11831375,3121.29,540,110.27,10.72,75.58,6.94,9.45,2.67,5.36,26.43,73.57,61.09,38.91,20.51,8.55,15.19,8.42,9.27,7.58,15.29,19.18,21.59,21.42,11.49,9.19,4.53,22.5726,88.3639,628,170,963,1455,795,458,438,606
Kolkata,East India,2023,17986922,2848.24,405,83.6,6.61,65.61,14.64,5.9,4.67,9.18,27.89,72.11,74.88,25.12,19.59,16.62,9.78,9.07,6.53,6.59,12.83,11.97,15.27,14.16,9.09,8.21,5.48,22.5726,88.3639,1340,1188,769,690,429,80,681,897
Kohima,East India,2018,7908850,1288.49,645,50.61,7.87,79.46,7.61,7.13,3,2.8,30.7,69.3,67.66,32.34,9.88,9.21,3.46,5.2,4.57,3.29,5.94,10.22,10.91,10.53,3.82,3.82,2.09,25.6701,94.1077,582,709,1744,702,759,70,425,780
Kohima,East India,2019,11532132,2059.78,266,124.31,11.82,64.19,6.39,8.35,3.06,18.01,16.31,83.69,65.2,34.8,24.05,11.69,10.32,11.13,12.64,7.24,21.13,21.08,25.31,26.62,7.88,8.93,6.12,25.6701,94.1077,1242,521,1706,1089,716,338,272,366
Kohima,East India,2020,18529132,3376.59,285,61.32,8.08,74.11,9.3,7.53,2.64,6.42,32.98,67.02,59.97,40.03,8.29,10.67,4.87,5.9,4.99,4.4,9.18,11.33,14.75,9.35,4.4,5.82,2.09,25.6701,94.1077,557,967,571,791,146,592,495,373
Kohima,East India,2021,19640301,3485.17,317,27.99,5.37,73.37,10.48,7.64,4.08,4.43,28.61,71.39,67.22,32.78,4.56,3.73,3.61,2.18,0.05,2.32,2.67,3.55,7.09,5.76,2.7,2.64,1.24,25.6701,94.1077,874,995,1806,945,698,547,456,619
Kohima,East India,2022,8719533,1315.45,444,15.78,10.9,72.37,11.13,9.84,4.77,1.89,34.4,65.6,69.73,30.27,4.32,4.22,2.78,1.59,2.4,1.25,2.52,2.69,3.18,3.26,0.94,1.26,0.68,25.6701,94.1077,873,670,2621,627,740,523,542,660
Kohima,East India,2023,20361116,1981.13,683,76.55,7.58,77.48,7.96,6.17,3.24,5.15,33.71,66.29,63.44,36.56,16.11,16.28,8.98,5.67,4.65,5.09,9.01,11.35,15.03,17.47,9.36,5.13,4.11,25.6701,94.1077,911,520,2902,896,413,454,225,471
Porbandar,West India,2018,8445290,1812.6,78,113.93,8.87,76.23,6.37,6.86,4.85,5.69,24.71,75.29,70.8,29.2,15.72,21.05,12.26,3.95,6.16,11.02,10.74,22.24,24.87,24.21,8.72,7.25,4.87,21.6417,69.6293,1342,250,2250,845,246,597,557,631
Porbandar,West India,2019,15347737,2281.09,86,52.6,10.72,68.62,5.85,5.09,1.68,18.76,16.54,83.46,57.77,42.23,7.49,4.73,7.01,2.21,3.13,3.94,5.51,7.44,10.52,8.58,7.8,3.77,5.05,21.6417,69.6293,1852,810,996,931,561,181,487,897
Porbandar,West India,2020,1285823,2421.44,414,59.83,7.17,76.49,14.5,5.51,1.32,2.18,22.64,77.36,68,32,15.63,10.95,2.71,6.91,4.53,6.07,6.44,10.95,11.76,8.67,7.05,5.44,3.46,21.6417,69.6293,1136,1117,1487,999,683,373,365,132
Porbandar,West India,2021,14388090,2062.46,440,58.79,10.79,65.27,9.17,9,4.92,11.64,17.06,82.94,56.78,43.22,5.94,10.46,6.27,3.98,2.89,3.6,9.09,10.71,13.78,9.86,3.59,4.45,3.73,21.6417,69.6293,722,392,1409,563,585,181,190,678
Porbandar,West India,2022,18744888,1291.67,91,69.95,9.62,78.19,5.76,8.29,3.62,4.14,27.53,72.47,58.02,41.98,15.84,13.75,9.25,7.74,5.49,6.54,9.71,12.19,12.66,13.93,7.75,4.05,3.12,21.6417,69.6293,1789,902,872,401,751,570,699,270
Porbandar,West India,2023,2806860,1755.21,65,74.3,11.49,65.42,9.22,5.61,2.88,16.87,20.48,79.52,73.33,26.67,8.03,13.85,10.94,5.41,6.5,6.36,11.63,10.78,13.97,15.53,5.46,5.5,5.06,21.6417,69.6293,1696,661,861,1081,509,79,129,169
Aizawl,East India,2018,19270848,1992.07,253,83.55,7.52,71.76,8.85,8.99,1.39,9.01,24.54,75.46,68.99,31.01,11.8,11.36,5.71,6.98,5.87,6.2,8.32,13.85,17.18,12.42,10.07,8.62,6.88,23.7271,92.7176,1057,998,2640,345,126,350,93,334
Aizawl,East India,2019,1123593,2287.04,411,147.4,7.5,73.45,5.44,8.77,4.04,8.3,17.06,82.94,69.24,30.76,26.56,18.66,20.55,14.72,6.33,11.28,23.41,22.26,34.28,20.33,15.57,11.8,8.48,23.7271,92.7176,1062,704,1844,1035,128,53,213,763
Aizawl,East India,2020,17005338,1664.06,594,15.2,7.94,74.37,9.93,7.44,1.5,6.76,18.82,81.18,62.99,37.01,1.53,0.9,1.42,1.01,1.49,1.03,1.79,2.63,2.99,3.14,1.69,1.45,0.48,23.7271,92.7176,1404,375,823,838,370,374,667,491
Aizawl,East India,2021,11810613,1563.78,726,111.86,11.47,68.16,7.2,5.56,3.13,15.95,22.81,77.19,65.68,34.32,26.74,18.11,11.6,11.8,8.3,7.84,13.83,20.92,20.66,21.47,7.27,11.44,8.44,23.7271,92.7176,1874,363,2931,334,785,558,675,232
Aizawl,East India,2022,14855688,2190.22,133,121.62,8.74,66.73,11.77,6.6,3.9,11,18.34,81.66,74.04,25.96,19.05,22.27,7.51,9.2,3.88,8.9,15.63,18.26,27.16,23.51,7.69,11.8,8.66,23.7271,92.7176,1871,867,1074,825,600,286,422,371
Aizawl,East India,2023,17896382,2927.63,302,19.58,9.71,61.39,6.91,5.1,4.33,22.27,23.01,76.99,75,25,4.95,4.56,2.07,2.9,3.73,1.78,2.74,3.15,3.66,4.31,2.02,1.28,0.66,23.7271,92.7176,723,216,1235,1487,352,584,365,460
Imphal,East India,2018,16723757,1832.02,340,64.9,5.39,61.84,5.42,9.25,2.93,20.56,31.51,68.49,65.69,34.31,13.48,8.48,7.06,4.13,7.14,4.03,7.94,10.96,14.97,10.94,6.81,5.73,3.51,24.817,93.9368,728,545,2893,263,484,65,393,172
Imphal,East India,2019,18643964,1986.92,414,77.71,10.02,64.12,12.65,7.3,1.92,14.01,28.46,71.54,68.97,31.03,13.77,7.75,8.77,8.53,6.02,7.06,7.01,14.17,16.88,10.29,7.78,8.17,6.35,24.817,93.9368,1711,761,1715,690,159,583,685,249
Imphal,East India,2020,6615099,3378.18,466,85.67,5.86,77.1,5.51,5.01,2.84,9.54,26.66,73.34,57.39,42.61,15.95,8.42,8.36,6.36,8.62,7,11.89,14.24,19.67,11.93,8,6.78,6.17,24.817,93.9368,1993,1185,2195,240,206,495,376,955
Imphal,East India,2021,8696642,1361.08,468,70.31,7.2,69.06,5.06,6.53,4.84,14.51,30.12,69.88,55.82,44.18,8.66,8.8,5,6.08,6.95,5.22,6.94,10.97,14.02,15.94,8.12,3.82,5.29,24.817,93.9368,503,919,2407,1226,319,552,685,312
Imphal,East India,2022,16035740,1392.3,616,134.53,11.68,60.23,12.48,5.37,1.26,20.66,23.98,76.02,66.72,33.28,28.02,11.31,13.74,6.9,10.73,11.99,20.57,18.28,26.1,26.41,10.24,12.86,8.09,24.817,93.9368,495,556,1218,1112,540,279,648,710
Imphal,East India,2023,13810960,2874.74,196,69.46,7.4,79.46,9.96,5.79,4.96,-0.17,18.46,81.54,57.7,42.3,12.78,6.66,8.97,2.73,2.98,7.82,11.23,8.38,13.77,11.78,5.87,5.53,5.08,24.817,93.9368,1027,1074,1280,1174,757,156,243,176
Surat,West India,2018,19544502,2757.87,226,38.78,11.88,76.44,7.67,7.38,2.12,6.39,31.2,68.8,70.65,29.35,6.32,3.4,4.09,4.67,5.26,3.75,5.69,5.34,10.07,5.5,2.98,2.87,2.59,21.1702,72.8311,584,796,1519,1333,663,438,576,216
Surat,West India,2019,13073204,3107.66,691,118.61,6.82,61.66,9.71,5.06,2.62,20.95,26.63,73.37,61.87,38.13,22.51,14.75,13.87,3.77,9.53,12.05,16.17,21.44,21.35,24.05,8.77,7.52,7.26,21.1702,72.8311,495,371,1903,1444,671,312,689,317
Surat,West India,2020,18900017,2040.25,668,96.91,7.03,68.61,10.92,7.72,3.49,9.26,30.89,69.11,61.91,38.09,16.49,7.71,7.38,9.27,3.69,8.88,15.46,14.25,15.63,20.81,6.31,7.32,8.25,21.1702,72.8311,606,803,1926,567,645,114,95,766
Surat,West India,2021,23543380,2645.9,518,29.68,8.34,63.62,14.38,5.82,3.95,12.23,27.77,72.23,58.77,41.23,4.89,6.31,1.55,5.74,0.16,2.74,3.71,5.17,6.3,4.65,2.96,2.43,1.72,21.1702,72.8311,1987,577,1163,1117,195,314,423,266
Surat,West India,2022,15219823,1287.61,787,16.12,8.35,77.41,12.97,5.07,1.28,3.27,33.56,66.44,73.69,26.31,2.03,1.01,3.04,2.69,2.06,1.05,1.99,1.89,3.89,3.55,1.71,1.26,0.78,21.1702,72.8311,313,1126,2272,1227,188,387,157,803
Surat,West India,2023,15151126,1937.17,458,64.97,11.7,71.18,6.55,5.74,4.66,11.87,19.67,80.33,56.63,43.37,8.42,10.5,7.34,4.54,3,5.05,7.74,9.88,16.72,12.53,6.16,4.5,2.39,21.1702,72.8311,1469,1155,510,443,330,350,425,694
Rajkot,West India,2018,18125341,2905.04,464,64.67,9.45,67.97,9.22,7.85,1.26,13.7,30.21,69.79,68.9,31.1,11.37,7.08,8.57,2.9,2.74,3.95,7.32,10.04,16.58,8.63,7.73,5.69,4.71,22.3039,70.8022,1380,520,2734,1101,374,427,151,696
Rajkot,West India,2019,18250658,2188.36,396,46.61,11.25,78.23,10.64,7.39,3.82,-0.08,28.44,71.56,64.25,35.75,8.09,4.98,2.46,6.83,2.89,3.52,5.93,7.69,7.76,9.95,4.65,4.2,2.91,22.3039,70.8022,1022,999,1538,365,345,224,349,414
Rajkot,West India,2020,8935792,1759.83,505,62.16,12,67.96,10.73,6.67,2.24,12.4,16.68,83.32,74.61,25.39,16.43,13.09,5.91,5.3,5.45,6.75,6.93,9.04,15.24,9.7,4.8,5.84,3.87,22.3039,70.8022,1079,1005,2958,1249,210,201,366,842
Rajkot,West India,2021,6701387,3275.54,394,14.99,11.5,68.44,8.55,8.68,3.99,10.34,20.23,79.77,74.81,25.19,5.12,3.43,3.78,0.11,3.75,1.18,1.99,2.22,3.02,3.05,1.48,1.1,0.95,22.3039,70.8022,1533,378,1084,1240,333,525,145,740
Rajkot,West India,2022,14402223,1992.88,308,22.98,11.96,76.63,14.16,7.43,1.13,0.65,27.78,72.22,65.13,34.87,2.06,3.09,3.35,2.44,1.65,1.37,3.29,4.28,4.91,4.24,2.03,2.14,0.73,22.3039,70.8022,828,429,1575,927,377,315,147,913
Rajkot,West India,2023,17039582,1344.65,742,125.74,5.57,72.02,8.94,9.01,3.28,6.75,33.37,66.63,56.79,43.21,15.48,14.71,6.28,7.42,7.72,15.03,13.24,19.72,24.17,23.71,8.49,12.87,8.52,22.3039,70.8022,1097,1124,1874,1315,576,378,272,803
Bangalore,South India,2018,10351705,1882.38,451,129.96,6.95,64.82,13.07,7.37,1.22,13.52,22.26,77.74,58.83,41.17,24.15,13.71,11.31,13.49,11.52,8.18,15.12,21.1,23.36,31.27,11.66,13.05,6.22,12.9716,77.5946,643,907,1951,682,516,212,134,131
Bangalore,South India,2019,20478654,1972.98,526,129.23,7.89,71.44,14.98,8.37,2.68,2.53,28,72,67.44,32.56,24.33,16.93,9.42,6.41,9.31,10.65,13.59,23.71,23.02,30.01,8.94,7.69,11.62,12.9716,77.5946,1934,1197,2354,742,777,487,458,452
Bangalore,South India,2020,17475700,1342.17,158,91.19,9.74,61.59,5.16,7.74,4.91,20.6,21.61,78.39,56.77,43.23,18.49,12.9,11.2,8.57,3.26,6.13,9.5,12.05,21.18,21.1,10.45,7.68,3.1,12.9716,77.5946,1602,470,2289,1428,227,392,247,339
Bangalore,South India,2021,3623870,1686.45,567,122.54,7.04,77.06,14.03,5.64,3.9,-0.63,23.27,76.73,71.5,28.5,30.1,17.61,6.81,7.15,9.31,8.62,14,15.61,27.06,29.61,13.44,9.25,4.94,12.9716,77.5946,508,423,1242,1130,336,416,488,517
Bangalore,South India,2022,12884637,2503.35,228,104.42,7.64,62.76,8.22,5.11,1.99,21.92,20.6,79.4,56.5,43.5,23.94,16.54,10.14,6.8,7.17,7.54,10.52,16.21,23.8,22.65,8.91,6.37,8.42,12.9716,77.5946,940,705,2276,599,718,514,587,461
Bangalore,South India,2023,15512029,1273.46,431,104.91,7.43,64.34,11.99,5.16,3.3,15.21,22.37,77.63,62.01,37.99,21.35,21.76,9.34,12.62,7.15,9.22,16.52,16.44,23.04,19.23,6.3,7.16,7,12.9716,77.5946,1658,993,703,1430,227,248,616,917
Rajkot,West India,2018,16571593,2760.68,615,18.83,10.81,73.44,9.36,7.24,3.87,6.09,20.92,79.08,65.09,34.91,6.48,3.28,2.12,1.14,1.28,1.34,2.74,2.13,4.96,3.42,1.69,1.03,1.51,22.3039,70.8022,1611,817,1576,818,493,549,181,631
Rajkot,West India,2019,3341433,1717.92,112,15.16,5.51,64.23,12.89,5.82,2.15,14.91,33.34,66.66,64.88,35.12,5.22,0.1,4.56,0.88,1.94,1.56,2.22,2.4,2.71,3.09,1.55,0.85,0.78,22.3039,70.8022,551,1149,1473,1369,574,65,501,291
